date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
2023-11-20 00:00:00,3.96716,3.7901,22396,25940,85524,4169,2256510
2023-11-27 00:00:00,4.0711,3.96251,22647,30362,103712,4142,2617331
2023-12-04 00:00:00,4.43001,4.3577,23354,38183,114141,4106,2619296
2023-12-11 00:00:00,5.23531,5.20976,26077,48330,135998,4122,2610448
2023-12-18 00:00:00,6.29628,6.3132,29770,53491,163265,4093,2586088
2023-12-25 00:00:00,6.86008,6.90793,31488,41791,166750,4084,2413892
2024-01-01 00:00:00,5.76943,5.76353,24677,32320,143938,4112,2497395
2024-01-08 00:00:00,4.71303,4.7553,18151,31396,118459,4110,2491092
2024-01-15 00:00:00,4.37645,4.35212,16160,29154,100098,4121,2299985
2024-01-22 00:00:00,4.29285,4.22512,16225,34393,105571,4145,2498648
2024-01-29 00:00:00,4.47024,4.27996,17267,38567,107922,4127,2521568
2024-02-05 00:00:00,4.51127,4.40173,17961,41789,112968,4130,2566444
2024-02-12 00:00:00,4.40434,4.33653,17400,38985,108366,4118,2498912
2024-02-19 00:00:00,4.38329,4.32522,17659,37127,107566,4111,2486951
2024-02-26 00:00:00,4.10181,4.08164,17334,36003,104864,4110,2569164
2024-03-04 00:00:00,3.7598,3.73403,16496,33098,94742,4114,2537260
2024-03-11 00:00:00,3.43549,3.40093,15876,29166,84963,4053,2498228
2024-03-18 00:00:00,3.11686,3.15455,15097,26542,78618,4106,2492206
2024-03-25 00:00:00,2.99938,3.0343,14434,23556,73845,4099,2433678
2024-04-01 00:00:00,2.79485,2.83344,13918,20517,68526,4074,2418470
2024-04-08 00:00:00,2.56441,2.59313,13267,19722,64449,4088,2485371
2024-04-15 00:00:00,2.27074,2.29554,11853,18319,57522,4074,2505816
2024-04-22 00:00:00,2.21342,2.24527,11399,18188,55413,4047,2467989
2024-04-29 00:00:00,2.12453,2.14655,11136,17612,53519,4001,2493255
2024-05-06 00:00:00,2.02811,2.04178,10369,16479,50457,4048,2471221
2024-05-13 00:00:00,1.99937,2.03197,10323,15732,49254,4002,2423948
2024-05-20 00:00:00,1.93241,1.95808,9847,14626,47562,3962,2429017
2024-05-27 00:00:00,1.90317,1.9223,9668,13385,44766,3951,2328772
2024-06-03 00:00:00,1.68241,1.72665,8276,11484,41248,3923,2388904
2024-06-10 00:00:00,1.60309,1.6062,7421,10231,37720,3916,2348396
2024-06-17 00:00:00,1.5073,1.54206,6731,9048,35781,3914,2320335
2024-06-24 00:00:00,1.48383,1.49644,6268,9093,35208,3861,2352786
2024-07-01 00:00:00,1.39299,1.44723,5810,8077,32093,3889,2217551
2024-07-08 00:00:00,1.45392,1.44843,6101,8819,34982,3876,2415173
2024-07-15 00:00:00,1.45455,1.43289,5727,8326,33474,3859,2336121
2024-07-22 00:00:00,1.5251,1.50564,6018,8651,34749,3887,2307921
2024-07-29 00:00:00,1.5366,1.49629,6006,8902,34935,3889,2334775
2024-08-05 00:00:00,1.54425,1.50949,6263,9040,34912,3839,2312831
2024-08-12 00:00:00,1.51967,1.54313,6296,9976,35347,3721,2290608
